path,accent,number,crema-d predictions,ravdess predictions,tess predictions,combined predictions
japanese20.mp3,japanese,20,FEA,DIS,DIS,ANG
hungarian3.mp3,hungarian,3,FEA,DIS,DIS,ANG
german36.mp3,german,36,SAD,DIS,DIS,ANG
rotuman2.mp3,rotuman,2,SAD,DIS,DIS,ANG
vietnamese3.mp3,vietnamese,3,SAD,DIS,DIS,DIS
english508.mp3,english,508,SAD,DIS,DIS,DIS
arabic42.mp3,arabic,42,FEA,DIS,DIS,ANG
spanish57.mp3,spanish,57,SAD,DIS,DIS,ANG
korean31.mp3,korean,31,FEA,DIS,DIS,DIS
english75.mp3,english,75,SAD,DIS,DIS,ANG
dutch32.mp3,dutch,32,SAD,DIS,DIS,DIS
english499.mp3,english,499,SAD,DIS,DIS,ANG
quechua1.mp3,quechua,1,SAD,DIS,DIS,DIS
english196.mp3,english,196,FEA,FEA,DIS,ANG
greek7.mp3,greek,7,SAD,DIS,DIS,ANG
english198.mp3,english,198,FEA,DIS,DIS,ANG
portuguese26.mp3,portuguese,26,SAD,DIS,DIS,ANG
bulgarian17.mp3,bulgarian,17,SAD,DIS,DIS,DIS
tigrigna6.mp3,tigrigna,6,SAD,DIS,DIS,ANG
pohnpeian1.mp3,pohnpeian,1,FEA,DIS,DIS,DIS
albanian1.mp3,albanian,1,FEA,DIS,DIS,DIS
vietnamese10.mp3,vietnamese,10,SAD,DIS,DIS,ANG
italian32.mp3,italian,32,SAD,DIS,DIS,DIS
spanish118.mp3,spanish,118,SAD,DIS,DIS,ANG
english501.mp3,english,501,SAD,DIS,DIS,ANG
english295.mp3,english,295,SAD,DIS,DIS,DIS
hindi12.mp3,hindi,12,SAD,DIS,DIS,ANG
urdu9.mp3,urdu,9,SAD,DIS,DIS,ANG
spanish55.mp3,spanish,55,SAD,DIS,DIS,ANG
nepali1.mp3,nepali,1,SAD,DIS,DIS,ANG
cantonese6.mp3,cantonese,6,FEA,DIS,DIS,ANG
mandarin5.mp3,mandarin,5,FEA,DIS,DIS,ANG
tagalog16.mp3,tagalog,16,FEA,DIS,DIS,ANG
telugu2.mp3,telugu,2,SAD,DIS,DIS,ANG
ewe1.mp3,ewe,1,FEA,DIS,DIS,ANG
spanish146.mp3,spanish,146,FEA,DIS,DIS,DIS
uzbek3.mp3,uzbek,3,SAD,DIS,DIS,ANG
english391.mp3,english,391,SAD,DIS,DIS,ANG
arabic76.mp3,arabic,76,SAD,DIS,DIS,ANG
ukrainian6.mp3,ukrainian,6,SAD,DIS,DIS,DIS
cantonese11.mp3,cantonese,11,SAD,DIS,DIS,ANG
english171.mp3,english,171,FEA,DIS,DIS,DIS
vlaams3.mp3,vlaams,3,SAD,DIS,DIS,DIS
spanish106.mp3,spanish,106,SAD,DIS,DIS,DIS
macedonian1.mp3,macedonian,1,SAD,DIS,DIS,ANG
english187.mp3,english,187,SAD,DIS,DIS,DIS
english384.mp3,english,384,SAD,DIS,DIS,ANG
spanish29.mp3,spanish,29,SAD,DIS,DIS,ANG
english337.mp3,english,337,SAD,DIS,DIS,ANG
fijian3.mp3,fijian,3,SAD,FEA,DIS,ANG
japanese9.mp3,japanese,9,SAD,DIS,DIS,DIS
polish21.mp3,polish,21,FEA,DIS,DIS,ANG
swedish13.mp3,swedish,13,SAD,DIS,DIS,ANG
english502.mp3,english,502,FEA,DIS,DIS,ANG
dinka1.mp3,dinka,1,SAD,DIS,DIS,DIS
thai11.mp3,thai,11,SAD,DIS,DIS,DIS
english267.mp3,english,267,FEA,DIS,DIS,ANG
belarusan2.mp3,belarusan,2,FEA,DIS,DIS,ANG
hebrew8.mp3,hebrew,8,FEA,DIS,DIS,DIS
korean52.mp3,korean,52,FEA,DIS,DIS,ANG
english217.mp3,english,217,SAD,DIS,DIS,ANG
arabic83.mp3,arabic,83,SAD,DIS,DIS,DIS
swedish14.mp3,swedish,14,FEA,DIS,DIS,DIS
russian32.mp3,russian,32,SAD,DIS,DIS,DIS
portuguese43.mp3,portuguese,43,SAD,DIS,DIS,ANG
english157.mp3,english,157,SAD,DIS,DIS,ANG
arabic67.mp3,arabic,67,DIS,DIS,DIS,ANG
urdu4.mp3,urdu,4,SAD,DIS,DIS,ANG
bambara1.mp3,bambara,1,SAD,DIS,DIS,ANG
portuguese13.mp3,portuguese,13,FEA,DIS,DIS,ANG
tagalog3.mp3,tagalog,3,FEA,DIS,DIS,DIS
mongolian3.mp3,mongolian,3,SAD,DIS,DIS,ANG
farsi15.mp3,farsi,15,SAD,DIS,DIS,DIS
arabic11.mp3,arabic,11,SAD,DIS,DIS,ANG
yoruba4.mp3,yoruba,4,FEA,DIS,DIS,ANG
english425.mp3,english,425,SAD,DIS,DIS,ANG
english182.mp3,english,182,FEA,DIS,DIS,ANG
english216.mp3,english,216,SAD,DIS,DIS,ANG
japanese15.mp3,japanese,15,FEA,DIS,DIS,DIS
english500.mp3,english,500,FEA,DIS,DIS,DIS
miskito5.mp3,miskito,5,SAD,DIS,DIS,DIS
bulgarian18.mp3,bulgarian,18,SAD,DIS,DIS,DIS
german17.mp3,german,17,SAD,DIS,DIS,ANG
italian14.mp3,italian,14,FEA,DIS,DIS,DIS
arabic28.mp3,arabic,28,FEA,DIS,DIS,ANG
thai13.mp3,thai,13,SAD,DIS,DIS,DIS
korean44.mp3,korean,44,FEA,DIS,DIS,ANG
hungarian7.mp3,hungarian,7,FEA,DIS,DIS,DIS
swedish15.mp3,swedish,15,SAD,DIS,DIS,ANG
cantonese18.mp3,cantonese,18,SAD,DIS,DIS,ANG
arabic97.mp3,arabic,97,FEA,DIS,DIS,ANG
irish1.mp3,irish,1,SAD,DIS,DIS,ANG
dutch43.mp3,dutch,43,FEA,DIS,DIS,HAP
korean16.mp3,korean,16,SAD,DIS,DIS,ANG
kambaata3.mp3,kambaata,3,FEA,DIS,DIS,DIS
thai4.mp3,thai,4,SAD,DIS,DIS,ANG
polish23.mp3,polish,23,SAD,DIS,DIS,ANG
georgian4.mp3,georgian,4,FEA,FEA,DIS,ANG
gusii2.mp3,gusii,2,FEA,DIS,DIS,ANG
english166.mp3,english,166,SAD,DIS,DIS,DIS
english11.mp3,english,11,SAD,DIS,DIS,ANG
fataluku1.mp3,fataluku,1,FEA,FEA,DIS,DIS
english285.mp3,english,285,SAD,DIS,DIS,DIS
russian35.mp3,russian,35,FEA,DIS,DIS,ANG
portuguese12.mp3,portuguese,12,SAD,DIS,DIS,DIS
dutch18.mp3,dutch,18,SAD,DIS,DIS,DIS
english4.mp3,english,4,SAD,DIS,DIS,DIS
english519.mp3,english,519,DIS,DIS,DIS,ANG
malay5.mp3,malay,5,SAD,DIS,DIS,ANG
english242.mp3,english,242,SAD,DIS,DIS,ANG
english539.mp3,english,539,FEA,DIS,DIS,ANG
english162.mp3,english,162,SAD,DIS,DIS,DIS
korean49.mp3,korean,49,SAD,DIS,DIS,ANG
portuguese18.mp3,portuguese,18,SAD,DIS,DIS,ANG
mandarin11.mp3,mandarin,11,SAD,DIS,DIS,ANG
danish6.mp3,danish,6,SAD,DIS,DIS,ANG
english340.mp3,english,340,SAD,DIS,DIS,DIS
portuguese41.mp3,portuguese,41,SAD,DIS,DIS,ANG
spanish122.mp3,spanish,122,FEA,DIS,DIS,ANG
swedish7.mp3,swedish,7,SAD,DIS,DIS,ANG
english91.mp3,english,91,SAD,DIS,DIS,DIS
spanish123.mp3,spanish,123,FEA,DIS,DIS,ANG
amazigh2.mp3,amazigh,2,SAD,DIS,DIS,DIS
pashto6.mp3,pashto,6,FEA,DIS,DIS,ANG
dutch45.mp3,dutch,45,FEA,DIS,DIS,ANG
english286.mp3,english,286,SAD,DIS,DIS,ANG
thai3.mp3,thai,3,FEA,DIS,DIS,ANG
spanish128.mp3,spanish,128,FEA,DIS,DIS,DIS
sicilian1.mp3,sicilian,1,SAD,DIS,DIS,ANG
dutch44.mp3,dutch,44,SAD,DIS,DIS,ANG
swedish4.mp3,swedish,4,SAD,DIS,DIS,DIS
indonesian7.mp3,indonesian,7,FEA,DIS,DIS,ANG
arabic33.mp3,arabic,33,SAD,DIS,DIS,ANG
russian31.mp3,russian,31,SAD,DIS,DIS,ANG
english89.mp3,english,89,FEA,DIS,DIS,HAP
vietnamese8.mp3,vietnamese,8,SAD,DIS,DIS,ANG
english441.mp3,english,441,SAD,DIS,DIS,ANG
english197.mp3,english,197,SAD,DIS,DIS,ANG
polish6.mp3,polish,6,SAD,DIS,DIS,DIS
english181.mp3,english,181,SAD,DIS,DIS,ANG
swedish18.mp3,swedish,18,SAD,DIS,DIS,ANG
tagalog18.mp3,tagalog,18,SAD,DIS,DIS,ANG
romanian9.mp3,romanian,9,SAD,DIS,DIS,ANG
english223.mp3,english,223,SAD,DIS,DIS,DIS
kikuyu3.mp3,kikuyu,3,FEA,DIS,DIS,DIS
english445.mp3,english,445,FEA,DIS,DIS,ANG
german20.mp3,german,20,SAD,DIS,DIS,ANG
french60.mp3,french,60,SAD,DIS,DIS,ANG
indonesian3.mp3,indonesian,3,FEA,DIS,DIS,ANG
italian22.mp3,italian,22,SAD,DIS,DIS,DIS
russian47.mp3,russian,47,SAD,DIS,DIS,ANG
urdu2.mp3,urdu,2,FEA,DIS,DIS,DIS
german4.mp3,german,4,FEA,DIS,DIS,ANG
english150.mp3,english,150,SAD,DIS,DIS,ANG
spanish27.mp3,spanish,27,FEA,DIS,DIS,ANG
portuguese19.mp3,portuguese,19,SAD,DIS,DIS,ANG
english159.mp3,english,159,SAD,DIS,DIS,ANG
serbian8.mp3,serbian,8,FEA,DIS,DIS,ANG
english557.mp3,english,557,SAD,DIS,DIS,ANG
oromo2.mp3,oromo,2,SAD,DIS,DIS,ANG
english281.mp3,english,281,FEA,DIS,DIS,DIS
english504.mp3,english,504,FEA,DIS,DIS,ANG
arabic7.mp3,arabic,7,SAD,DIS,DIS,ANG
pulaar2.mp3,pulaar,2,SAD,DIS,DIS,ANG
amharic14.mp3,amharic,14,SAD,DIS,DIS,DIS
english343.mp3,english,343,SAD,DIS,DIS,ANG
pashto8.mp3,pashto,8,SAD,DIS,DIS,ANG
ebira1.mp3,ebira,1,SAD,DIS,DIS,DIS
romanian13.mp3,romanian,13,FEA,DIS,DIS,ANG
english399.mp3,english,399,FEA,DIS,DIS,ANG
english455.mp3,english,455,SAD,DIS,DIS,ANG
bari2.mp3,bari,2,FEA,DIS,DIS,ANG
english413.mp3,english,413,SAD,DIS,DIS,DIS
taiwanese7.mp3,taiwanese,7,SAD,DIS,DIS,DIS
italian28.mp3,italian,28,SAD,DIS,DIS,DIS
carolinian1.mp3,carolinian,1,FEA,DIS,DIS,DIS
serbian3.mp3,serbian,3,SAD,DIS,DIS,DIS
farsi13.mp3,farsi,13,SAD,DIS,DIS,ANG
english350.mp3,english,350,SAD,DIS,DIS,HAP
portuguese17.mp3,portuguese,17,FEA,DIS,DIS,DIS
spanish133.mp3,spanish,133,SAD,DIS,DIS,ANG
russian5.mp3,russian,5,SAD,DIS,DIS,ANG
spanish3.mp3,spanish,3,SAD,DIS,DIS,ANG
tajiki2.mp3,tajiki,2,SAD,DIS,DIS,ANG
xiang3.mp3,xiang,3,SAD,DIS,DIS,DIS
azerbaijani1.mp3,azerbaijani,1,FEA,DIS,DIS,ANG
english390.mp3,english,390,FEA,DIS,DIS,ANG
marathi1.mp3,marathi,1,SAD,DIS,DIS,HAP
somali2.mp3,somali,2,SAD,DIS,DIS,ANG
english272.mp3,english,272,SAD,DIS,DIS,DIS
english518.mp3,english,518,SAD,DIS,DIS,ANG
khmer4.mp3,khmer,4,FEA,DIS,DIS,ANG
spanish75.mp3,spanish,75,SAD,DIS,DIS,DIS
mandarin51.mp3,mandarin,51,FEA,DIS,DIS,DIS
italian25.mp3,italian,25,SAD,FEA,DIS,ANG
english494.mp3,english,494,SAD,DIS,DIS,DIS
chaldean2.mp3,chaldean,2,FEA,DIS,DIS,ANG
english431.mp3,english,431,FEA,DIS,DIS,ANG
spanish66.mp3,spanish,66,SAD,DIS,DIS,DIS
kannada1.mp3,kannada,1,FEA,DIS,DIS,DIS
nepali8.mp3,nepali,8,SAD,DIS,DIS,DIS
greek14.mp3,greek,14,SAD,DIS,DIS,ANG
arabic47.mp3,arabic,47,SAD,DIS,DIS,ANG
english527.mp3,english,527,SAD,DIS,DIS,ANG
arabic84.mp3,arabic,84,SAD,DIS,DIS,ANG
spanish69.mp3,spanish,69,FEA,DIS,DIS,ANG
korean1.mp3,korean,1,SAD,DIS,DIS,ANG
italian17.mp3,italian,17,FEA,DIS,DIS,DIS
hindi13.mp3,hindi,13,FEA,DIS,DIS,ANG
mandingo1.mp3,mandingo,1,FEA,DIS,DIS,ANG
indonesian6.mp3,indonesian,6,SAD,DIS,DIS,NEU
chichewa1.mp3,chichewa,1,SAD,DIS,DIS,ANG
danish3.mp3,danish,3,SAD,DIS,DIS,ANG
sindhi1.mp3,sindhi,1,FEA,DIS,DIS,DIS
bulgarian6.mp3,bulgarian,6,SAD,DIS,DIS,DIS
english309.mp3,english,309,SAD,DIS,DIS,DIS
spanish13.mp3,spanish,13,FEA,DIS,DIS,ANG
english471.mp3,english,471,FEA,DIS,DIS,ANG
norwegian6.mp3,norwegian,6,SAD,DIS,DIS,DIS
armenian5.mp3,armenian,5,FEA,DIS,DIS,ANG
dutch24.mp3,dutch,24,SAD,DIS,DIS,DIS
hindi16.mp3,hindi,16,SAD,DIS,DIS,ANG
russian2.mp3,russian,2,FEA,DIS,DIS,DIS
english92.mp3,english,92,SAD,DIS,DIS,HAP
portuguese36.mp3,portuguese,36,SAD,DIS,DIS,ANG
arabic12.mp3,arabic,12,SAD,DIS,DIS,ANG
lithuanian3.mp3,lithuanian,3,SAD,DIS,DIS,ANG
english299.mp3,english,299,SAD,DIS,DIS,ANG
tigrigna8.mp3,tigrigna,8,SAD,DIS,DIS,ANG
amharic20.mp3,amharic,20,SAD,DIS,DIS,ANG
italian10.mp3,italian,10,FEA,DIS,DIS,ANG
spanish7.mp3,spanish,7,SAD,DIS,DIS,ANG
english176.mp3,english,176,SAD,DIS,DIS,DIS
mandinka1.mp3,mandinka,1,SAD,DIS,DIS,ANG
korean19.mp3,korean,19,SAD,FEA,DIS,ANG
mandarin20.mp3,mandarin,20,SAD,DIS,DIS,ANG
lao3.mp3,lao,3,SAD,DIS,DIS,ANG
gujarati8.mp3,gujarati,8,SAD,DIS,DIS,ANG
georgian1.mp3,georgian,1,FEA,DIS,DIS,DIS
spanish103.mp3,spanish,103,SAD,DIS,DIS,ANG
english485.mp3,english,485,SAD,DIS,DIS,ANG
punjabi7.mp3,punjabi,7,SAD,DIS,DIS,ANG
icelandic1.mp3,icelandic,1,SAD,DIS,DIS,DIS
portuguese40.mp3,portuguese,40,SAD,DIS,DIS,ANG
spanish101.mp3,spanish,101,SAD,DIS,DIS,ANG
nepali4.mp3,nepali,4,FEA,DIS,DIS,ANG
hindi3.mp3,hindi,3,FEA,DIS,DIS,ANG
malayalam1.mp3,malayalam,1,SAD,DIS,DIS,ANG
english164.mp3,english,164,FEA,DIS,DIS,ANG
uyghur1.mp3,uyghur,1,SAD,DIS,DIS,DIS
french10.mp3,french,10,SAD,DIS,DIS,ANG
english338.mp3,english,338,SAD,DIS,DIS,DIS
english525.mp3,english,525,SAD,DIS,DIS,ANG
hainanese1.mp3,hainanese,1,SAD,DIS,DIS,DIS
mauritian1.mp3,mauritian,1,FEA,DIS,DIS,ANG
arabic53.mp3,arabic,53,FEA,DIS,DIS,DIS
spanish157.mp3,spanish,157,SAD,DIS,DIS,ANG
english368.mp3,english,368,SAD,DIS,DIS,ANG
english55.mp3,english,55,SAD,DIS,DIS,ANG
english130.mp3,english,130,SAD,DIS,DIS,DIS
pashto7.mp3,pashto,7,SAD,FEA,DIS,ANG
wolof1.mp3,wolof,1,SAD,DIS,DIS,ANG
german5.mp3,german,5,FEA,DIS,DIS,DIS
polish31.mp3,polish,31,DIS,DIS,DIS,ANG
spanish152.mp3,spanish,152,SAD,DIS,DIS,DIS
mauritian2.mp3,mauritian,2,SAD,DIS,DIS,ANG
mandarin29.mp3,mandarin,29,SAD,DIS,DIS,ANG
english410.mp3,english,410,SAD,DIS,DIS,DIS
english496.mp3,english,496,FEA,DIS,DIS,DIS
spanish20.mp3,spanish,20,SAD,DIS,DIS,ANG
cantonese4.mp3,cantonese,4,SAD,DIS,DIS,ANG
japanese12.mp3,japanese,12,SAD,DIS,DIS,DIS
macedonian8.mp3,macedonian,8,FEA,DIS,DIS,ANG
cantonese16.mp3,cantonese,16,SAD,DIS,DIS,ANG
spanish63.mp3,spanish,63,SAD,DIS,DIS,DIS
english488.mp3,english,488,SAD,DIS,DIS,DIS
gujarati9.mp3,gujarati,9,SAD,DIS,DIS,HAP
french18.mp3,french,18,SAD,DIS,DIS,DIS
spanish162.mp3,spanish,162,SAD,DIS,DIS,ANG
spanish129.mp3,spanish,129,DIS,DIS,DIS,ANG
english536.mp3,english,536,FEA,DIS,DIS,ANG
portuguese21.mp3,portuguese,21,FEA,DIS,DIS,ANG
turkish4.mp3,turkish,4,FEA,DIS,DIS,ANG
turkish16.mp3,turkish,16,FEA,DIS,DIS,ANG
dutch1.mp3,dutch,1,SAD,DIS,DIS,ANG
english261.mp3,english,261,SAD,DIS,DIS,ANG
indonesian8.mp3,indonesian,8,SAD,DIS,DIS,DIS
bengali3.mp3,bengali,3,SAD,DIS,DIS,ANG
japanese4.mp3,japanese,4,SAD,DIS,DIS,ANG
english248.mp3,english,248,SAD,DIS,DIS,HAP
russian44.mp3,russian,44,FEA,DIS,DIS,DIS
farsi17.mp3,farsi,17,SAD,DIS,DIS,DIS
korean3.mp3,korean,3,SAD,DIS,DIS,DIS
dutch12.mp3,dutch,12,FEA,DIS,DIS,ANG
ibibio3.mp3,ibibio,3,FEA,DIS,DIS,ANG
gedeo1.mp3,gedeo,1,FEA,DIS,DIS,ANG
english329.mp3,english,329,SAD,DIS,DIS,DIS
sardinian1.mp3,sardinian,1,SAD,DIS,DIS,DIS
bulgarian3.mp3,bulgarian,3,SAD,DIS,DIS,ANG
italian20.mp3,italian,20,FEA,DIS,DIS,DIS
english14.mp3,english,14,SAD,DIS,DIS,ANG
english349.mp3,english,349,SAD,DIS,DIS,DIS
english302.mp3,english,302,SAD,DIS,DIS,ANG
english293.mp3,english,293,FEA,DIS,DIS,ANG
cantonese14.mp3,cantonese,14,SAD,DIS,DIS,ANG
turkish33.mp3,turkish,33,SAD,DIS,DIS,ANG
english185.mp3,english,185,SAD,DIS,DIS,ANG
english332.mp3,english,332,SAD,DIS,DIS,DIS
urdu16.mp3,urdu,16,SAD,DIS,DIS,DIS
arabic1.mp3,arabic,1,FEA,DIS,DIS,ANG
turkish8.mp3,turkish,8,SAD,DIS,DIS,ANG
spanish138.mp3,spanish,138,SAD,DIS,DIS,ANG
danish2.mp3,danish,2,FEA,DIS,DIS,ANG
afrikaans2.mp3,afrikaans,2,FEA,DIS,DIS,ANG
fanti1.mp3,fanti,1,SAD,DIS,DIS,ANG
german6.mp3,german,6,SAD,DIS,DIS,ANG
german18.mp3,german,18,SAD,DIS,DIS,DIS
english268.mp3,english,268,SAD,DIS,DIS,ANG
mandarin65.mp3,mandarin,65,FEA,DIS,DIS,DIS
english48.mp3,english,48,SAD,DIS,DIS,DIS
english394.mp3,english,394,FEA,DIS,DIS,ANG
english3.mp3,english,3,SAD,DIS,DIS,ANG
slovenian1.mp3,slovenian,1,SAD,DIS,DIS,ANG
spanish42.mp3,spanish,42,SAD,DIS,DIS,DIS
cantonese20.mp3,cantonese,20,SAD,DIS,DIS,DIS
english403.mp3,english,403,SAD,DIS,DIS,ANG
german24.mp3,german,24,FEA,DIS,DIS,ANG
english542.mp3,english,542,SAD,DIS,DIS,DIS
vietnamese22.mp3,vietnamese,22,SAD,DIS,DIS,ANG
english20.mp3,english,20,SAD,DIS,DIS,ANG
spanish73.mp3,spanish,73,SAD,DIS,DIS,DIS
mandarin25.mp3,mandarin,25,SAD,DIS,DIS,ANG
arabic46.mp3,arabic,46,SAD,DIS,DIS,ANG
cantonese5.mp3,cantonese,5,SAD,DIS,DIS,ANG
spanish86.mp3,spanish,86,FEA,DIS,DIS,ANG
bulgarian9.mp3,bulgarian,9,SAD,DIS,DIS,ANG
english68.mp3,english,68,SAD,DIS,DIS,ANG
sarua1.mp3,sarua,1,SAD,DIS,DIS,DIS
arabic39.mp3,arabic,39,SAD,DIS,DIS,DIS
english369.mp3,english,369,SAD,DIS,DIS,ANG
turkmen1.mp3,turkmen,1,FEA,DIS,DIS,ANG
english287.mp3,english,287,SAD,FEA,DIS,DIS
spanish158.mp3,spanish,158,SAD,DIS,DIS,ANG
dari5.mp3,dari,5,FEA,DIS,DIS,ANG
swedish16.mp3,swedish,16,FEA,DIS,DIS,ANG
sinhala6.mp3,sinhala,6,FEA,DIS,DIS,ANG
shilluk1.mp3,shilluk,1,FEA,DIS,DIS,ANG
german27.mp3,german,27,SAD,DIS,DIS,ANG
icelandic3.mp3,icelandic,3,SAD,DIS,DIS,ANG
hungarian8.mp3,hungarian,8,FEA,DIS,DIS,ANG
kiswahili5.mp3,kiswahili,5,SAD,DIS,DIS,ANG
english193.mp3,english,193,FEA,DIS,DIS,ANG
albanian8.mp3,albanian,8,SAD,DIS,DIS,ANG
vietnamese6.mp3,vietnamese,6,FEA,DIS,DIS,DIS
hausa9.mp3,hausa,9,SAD,DIS,DIS,ANG
portuguese39.mp3,portuguese,39,FEA,DIS,DIS,DIS
french44.mp3,french,44,SAD,DIS,DIS,ANG
taiwanese4.mp3,taiwanese,4,SAD,DIS,DIS,ANG
arabic21.mp3,arabic,21,SAD,DIS,DIS,ANG
english16.mp3,english,16,FEA,DIS,DIS,DIS
nepali5.mp3,nepali,5,SAD,DIS,DIS,DIS
german9.mp3,german,9,SAD,DIS,DIS,DIS
english313.mp3,english,313,FEA,DIS,DIS,DIS
english379.mp3,english,379,SAD,FEA,DIS,ANG
portuguese15.mp3,portuguese,15,SAD,DIS,DIS,DIS
english482.mp3,english,482,SAD,FEA,DIS,ANG
macedonian5.mp3,macedonian,5,FEA,DIS,DIS,ANG
burmese1.mp3,burmese,1,FEA,DIS,DIS,ANG
english555.mp3,english,555,SAD,DIS,DIS,DIS
english357.mp3,english,357,FEA,DIS,DIS,DIS
english370.mp3,english,370,FEA,DIS,DIS,ANG
english330.mp3,english,330,SAD,DIS,DIS,ANG
italian23.mp3,italian,23,SAD,DIS,DIS,DIS
serbian17.mp3,serbian,17,SAD,DIS,DIS,DIS
afrikaans3.mp3,afrikaans,3,FEA,DIS,DIS,ANG
mandarin8.mp3,mandarin,8,SAD,DIS,DIS,ANG
kirghiz1.mp3,kirghiz,1,FEA,DIS,DIS,DIS
polish26.mp3,polish,26,SAD,DIS,DIS,DIS
thai2.mp3,thai,2,SAD,DIS,DIS,DIS
amharic5.mp3,amharic,5,SAD,DIS,DIS,ANG
mandarin53.mp3,mandarin,53,SAD,DIS,DIS,ANG
wolof3.mp3,wolof,3,SAD,DIS,DIS,ANG
dutch28.mp3,dutch,28,SAD,DIS,DIS,DIS
english465.mp3,english,465,SAD,DIS,DIS,ANG
mandarin3.mp3,mandarin,3,FEA,DIS,DIS,ANG
arabic82.mp3,arabic,82,SAD,DIS,DIS,ANG
yiddish4.mp3,yiddish,4,SAD,DIS,DIS,ANG
amharic17.mp3,amharic,17,SAD,DIS,DIS,DIS
spanish22.mp3,spanish,22,SAD,DIS,DIS,ANG
serbian10.mp3,serbian,10,SAD,FEA,DIS,ANG
english532.mp3,english,532,SAD,DIS,DIS,ANG
spanish72.mp3,spanish,72,SAD,DIS,DIS,ANG
gujarati1.mp3,gujarati,1,SAD,DIS,DIS,ANG
english427.mp3,english,427,FEA,DIS,DIS,ANG
english473.mp3,english,473,SAD,DIS,DIS,ANG
macedonian15.mp3,macedonian,15,SAD,DIS,DIS,ANG
english553.mp3,english,553,SAD,DIS,DIS,DIS
english156.mp3,english,156,SAD,DIS,DIS,DIS
cantonese15.mp3,cantonese,15,SAD,DIS,DIS,DIS
arabic10.mp3,arabic,10,SAD,DIS,DIS,DIS
french17.mp3,french,17,SAD,DIS,DIS,ANG
spanish47.mp3,spanish,47,SAD,DIS,DIS,ANG
swedish17.mp3,swedish,17,DIS,DIS,DIS,ANG
mandarin61.mp3,mandarin,61,FEA,DIS,DIS,ANG
sa'a1.mp3,sa'a,1,FEA,DIS,DIS,ANG
japanese5.mp3,japanese,5,SAD,DIS,DIS,DIS
tatar1.mp3,tatar,1,SAD,DIS,DIS,DIS
czech2.mp3,czech,2,SAD,DIS,DIS,ANG
turkish29.mp3,turkish,29,SAD,DIS,DIS,ANG
french25.mp3,french,25,FEA,DIS,DIS,ANG
english289.mp3,english,289,FEA,DIS,DIS,ANG
romanian1.mp3,romanian,1,SAD,DIS,DIS,DIS
english177.mp3,english,177,SAD,DIS,DIS,ANG
english41.mp3,english,41,FEA,DIS,DIS,DIS
french30.mp3,french,30,FEA,DIS,DIS,DIS
english475.mp3,english,475,SAD,DIS,DIS,ANG
dutch46.mp3,dutch,46,SAD,DIS,DIS,DIS
german25.mp3,german,25,SAD,DIS,DIS,ANG
spanish52.mp3,spanish,52,SAD,DIS,DIS,ANG
kikongo2.mp3,kikongo,2,FEA,DIS,DIS,ANG
english407.mp3,english,407,SAD,DIS,DIS,ANG
spanish84.mp3,spanish,84,SAD,DIS,DIS,ANG
english440.mp3,english,440,SAD,DIS,DIS,ANG
ga1.mp3,ga,1,SAD,DIS,DIS,ANG
czech6.mp3,czech,6,SAD,DIS,DIS,DIS
english408.mp3,english,408,FEA,DIS,DIS,ANG
