path,accent,number,crema-d predictions,ravdess predictions,tess predictions,combined predictions
vietnamese19.mp3,vietnamese,19,SAD,DIS,DIS,ANG
english200.mp3,english,200,FEA,DIS,DIS,ANG
spanish149.mp3,spanish,149,FEA,DIS,DIS,ANG
vietnamese2.mp3,vietnamese,2,SAD,DIS,DIS,ANG
english77.mp3,english,77,FEA,DIS,DIS,ANG
english353.mp3,english,353,SAD,DIS,DIS,DIS
spanish137.mp3,spanish,137,SAD,DIS,DIS,ANG
arabic13.mp3,arabic,13,FEA,DIS,DIS,DIS
portuguese6.mp3,portuguese,6,SAD,DIS,DIS,DIS
english232.mp3,english,232,FEA,DIS,DIS,ANG
korean45.mp3,korean,45,SAD,DIS,DIS,HAP
hebrew4.mp3,hebrew,4,FEA,DIS,DIS,HAP
hindi1.mp3,hindi,1,FEA,DIS,DIS,DIS
english336.mp3,english,336,SAD,DIS,DIS,ANG
italian5.mp3,italian,5,FEA,DIS,DIS,DIS
arabic25.mp3,arabic,25,SAD,DIS,DIS,ANG
arabic98.mp3,arabic,98,SAD,DIS,DIS,ANG
arabic58.mp3,arabic,58,FEA,DIS,DIS,ANG
mandarin17.mp3,mandarin,17,FEA,DIS,DIS,ANG
hebrew5.mp3,hebrew,5,FEA,DIS,DIS,ANG
serbian12.mp3,serbian,12,SAD,DIS,DIS,ANG
italian18.mp3,italian,18,FEA,DIS,DIS,ANG
hindi6.mp3,hindi,6,SAD,DIS,DIS,ANG
arabic5.mp3,arabic,5,SAD,DIS,DIS,ANG
russian43.mp3,russian,43,SAD,DIS,DIS,ANG
english506.mp3,english,506,SAD,DIS,DIS,ANG
mongolian6.mp3,mongolian,6,FEA,DIS,DIS,ANG
spanish111.mp3,spanish,111,SAD,DIS,DIS,ANG
hindi10.mp3,hindi,10,SAD,DIS,DIS,ANG
mandarin35.mp3,mandarin,35,SAD,DIS,DIS,ANG
russian28.mp3,russian,28,SAD,DIS,DIS,ANG
swedish20.mp3,swedish,20,FEA,DIS,DIS,DIS
fanti2.mp3,fanti,2,FEA,DIS,DIS,DIS
english351.mp3,english,351,FEA,DIS,DIS,DIS
mankanya1.mp3,mankanya,1,SAD,DIS,DIS,ANG
hindi9.mp3,hindi,9,SAD,DIS,DIS,ANG
nuer1.mp3,nuer,1,SAD,DIS,DIS,DIS
english170.mp3,english,170,SAD,DIS,DIS,ANG
macedonian10.mp3,macedonian,10,SAD,DIS,DIS,ANG
russian34.mp3,russian,34,SAD,DIS,DIS,DIS
dutch16.mp3,dutch,16,SAD,DIS,DIS,HAP
english225.mp3,english,225,FEA,DIS,DIS,DIS
japanese6.mp3,japanese,6,SAD,DIS,DIS,DIS
arabic48.mp3,arabic,48,SAD,DIS,DIS,ANG
spanish140.mp3,spanish,140,SAD,DIS,DIS,DIS
bulgarian7.mp3,bulgarian,7,FEA,DIS,DIS,DIS
amharic3.mp3,amharic,3,FEA,DIS,DIS,DIS
mandarin45.mp3,mandarin,45,DIS,DIS,DIS,ANG
pashto10.mp3,pashto,10,FEA,DIS,DIS,ANG
macedonian14.mp3,macedonian,14,SAD,DIS,DIS,ANG
russian16.mp3,russian,16,SAD,DIS,DIS,ANG
arabic95.mp3,arabic,95,FEA,DIS,DIS,DIS
urdu5.mp3,urdu,5,SAD,DIS,DIS,HAP
english124.mp3,english,124,FEA,DIS,DIS,DIS
portuguese25.mp3,portuguese,25,SAD,DIS,DIS,ANG
english325.mp3,english,325,FEA,DIS,DIS,ANG
english236.mp3,english,236,FEA,FEA,DIS,DIS
english31.mp3,english,31,SAD,DIS,DIS,DIS
agni1.mp3,agni,1,FEA,DIS,DIS,ANG
croatian5.mp3,croatian,5,SAD,DIS,DIS,ANG
indonesian1.mp3,indonesian,1,FEA,DIS,DIS,ANG
serbian5.mp3,serbian,5,FEA,DIS,DIS,ANG
hadiyya2.mp3,hadiyya,2,FEA,DIS,DIS,ANG
english24.mp3,english,24,FEA,DIS,DIS,DIS
azerbaijani2.mp3,azerbaijani,2,SAD,DIS,DIS,ANG
german30.mp3,german,30,FEA,DIS,DIS,ANG
korean25.mp3,korean,25,SAD,DIS,DIS,ANG
miskito4.mp3,miskito,4,SAD,DIS,DIS,DIS
portuguese35.mp3,portuguese,35,SAD,DIS,DIS,HAP
korean34.mp3,korean,34,SAD,DIS,DIS,DIS
farsi9.mp3,farsi,9,FEA,DIS,DIS,ANG
marathi2.mp3,marathi,2,SAD,DIS,DIS,DIS
farsi14.mp3,farsi,14,SAD,DIS,DIS,ANG
english421.mp3,english,421,SAD,DIS,DIS,ANG
cantonese23.mp3,cantonese,23,SAD,DIS,DIS,ANG
arabic61.mp3,arabic,61,SAD,DIS,DIS,NEU
mandarin58.mp3,mandarin,58,SAD,DIS,DIS,ANG
mandarin28.mp3,mandarin,28,SAD,DIS,DIS,DIS
english457.mp3,english,457,FEA,DIS,DIS,ANG
macedonian19.mp3,macedonian,19,FEA,DIS,DIS,ANG
macedonian21.mp3,macedonian,21,SAD,DIS,DIS,ANG
romanian4.mp3,romanian,4,SAD,DIS,DIS,ANG
arabic59.mp3,arabic,59,SAD,DIS,DIS,ANG
english119.mp3,english,119,FEA,DIS,DIS,ANG
english167.mp3,english,167,FEA,DIS,DIS,ANG
mandarin24.mp3,mandarin,24,SAD,DIS,DIS,ANG
english373.mp3,english,373,SAD,DIS,DIS,DIS
turkish22.mp3,turkish,22,SAD,DIS,DIS,DIS
english191.mp3,english,191,SAD,FEA,DIS,ANG
bai1.mp3,bai,1,SAD,DIS,DIS,DIS
english545.mp3,english,545,SAD,DIS,DIS,DIS
spanish45.mp3,spanish,45,FEA,DIS,DIS,ANG
english423.mp3,english,423,SAD,DIS,DIS,DIS
slovak4.mp3,slovak,4,SAD,DIS,DIS,ANG
dutch5.mp3,dutch,5,FEA,DIS,DIS,ANG
thai7.mp3,thai,7,SAD,DIS,DIS,HAP
danish1.mp3,danish,1,SAD,DIS,DIS,ANG
english132.mp3,english,132,SAD,DIS,DIS,ANG
japanese17.mp3,japanese,17,SAD,DIS,DIS,ANG
serbian15.mp3,serbian,15,SAD,DIS,DIS,DIS
macedonian18.mp3,macedonian,18,FEA,DIS,DIS,ANG
kiswahili4.mp3,kiswahili,4,SAD,FEA,DIS,DIS
english523.mp3,english,523,SAD,DIS,DIS,DIS
english22.mp3,english,22,SAD,DIS,DIS,ANG
malayalam4.mp3,malayalam,4,SAD,DIS,DIS,ANG
mandarin41.mp3,mandarin,41,FEA,DIS,DIS,ANG
korean13.mp3,korean,13,SAD,DIS,DIS,DIS
english58.mp3,english,58,SAD,DIS,DIS,ANG
hausa6.mp3,hausa,6,FEA,DIS,DIS,ANG
english359.mp3,english,359,SAD,DIS,DIS,DIS
cantonese3.mp3,cantonese,3,SAD,DIS,DIS,DIS
swedish19.mp3,swedish,19,SAD,DIS,DIS,ANG
krio1.mp3,krio,1,SAD,DIS,DIS,DIS
arabic32.mp3,arabic,32,FEA,DIS,DIS,ANG
english305.mp3,english,305,DIS,FEA,DIS,ANG
spanish24.mp3,spanish,24,SAD,DIS,DIS,ANG
french24.mp3,french,24,SAD,DIS,DIS,HAP
mandarin1.mp3,mandarin,1,FEA,DIS,DIS,ANG
spanish151.mp3,spanish,151,SAD,DIS,DIS,ANG
moore1.mp3,moore,1,SAD,DIS,DIS,ANG
portuguese37.mp3,portuguese,37,SAD,DIS,DIS,ANG
greek5.mp3,greek,5,FEA,DIS,DIS,ANG
korean11.mp3,korean,11,SAD,DIS,DIS,ANG
ukrainian2.mp3,ukrainian,2,SAD,DIS,DIS,ANG
synthesized1.mp3,synthesized,1,SAD,DIS,DIS,ANG
english397.mp3,english,397,SAD,DIS,DIS,ANG
english39.mp3,english,39,SAD,DIS,DIS,DIS
serbian18.mp3,serbian,18,SAD,DIS,DIS,ANG
english210.mp3,english,210,FEA,DIS,DIS,ANG
english238.mp3,english,238,SAD,DIS,DIS,HAP
english12.mp3,english,12,SAD,DIS,DIS,ANG
kurdish2.mp3,kurdish,2,FEA,FEA,DIS,DIS
english417.mp3,english,417,FEA,DIS,DIS,ANG
portuguese32.mp3,portuguese,32,SAD,DIS,DIS,ANG
spanish1.mp3,spanish,1,FEA,DIS,DIS,ANG
japanese18.mp3,japanese,18,SAD,DIS,DIS,ANG
arabic91.mp3,arabic,91,SAD,DIS,DIS,ANG
georgian2.mp3,georgian,2,SAD,DIS,DIS,ANG
english347.mp3,english,347,SAD,DIS,DIS,HAP
english453.mp3,english,453,SAD,DIS,DIS,DIS
english93.mp3,english,93,SAD,DIS,DIS,ANG
mongolian8.mp3,mongolian,8,FEA,DIS,DIS,DIS
mandarin21.mp3,mandarin,21,FEA,DIS,DIS,DIS
arabic41.mp3,arabic,41,SAD,DIS,DIS,DIS
taiwanese5.mp3,taiwanese,5,FEA,DIS,DIS,ANG
french31.mp3,french,31,FEA,DIS,DIS,ANG
english526.mp3,english,526,FEA,DIS,DIS,ANG
french51.mp3,french,51,SAD,DIS,DIS,ANG
bulgarian5.mp3,bulgarian,5,SAD,DIS,DIS,DIS
mandarin4.mp3,mandarin,4,FEA,DIS,DIS,ANG
russian15.mp3,russian,15,SAD,FEA,DIS,ANG
croatian2.mp3,croatian,2,FEA,DIS,DIS,ANG
afrikaans1.mp3,afrikaans,1,FEA,DIS,DIS,ANG
arabic70.mp3,arabic,70,FEA,DIS,DIS,ANG
english108.mp3,english,108,FEA,DIS,DIS,DIS
english131.mp3,english,131,SAD,DIS,DIS,DIS
mandarin42.mp3,mandarin,42,SAD,DIS,DIS,ANG
amharic18.mp3,amharic,18,FEA,DIS,DIS,ANG
english529.mp3,english,529,SAD,DIS,DIS,DIS
turkish2.mp3,turkish,2,FEA,DIS,DIS,ANG
filipino2.mp3,filipino,2,SAD,DIS,DIS,ANG
dutch35.mp3,dutch,35,FEA,DIS,DIS,ANG
georgian5.mp3,georgian,5,SAD,DIS,DIS,DIS
romanian8.mp3,romanian,8,SAD,DIS,DIS,ANG
arabic17.mp3,arabic,17,SAD,DIS,DIS,DIS
nepali7.mp3,nepali,7,SAD,DIS,DIS,DIS
russian46.mp3,russian,46,SAD,DIS,DIS,HAP
english251.mp3,english,251,SAD,DIS,DIS,ANG
korean51.mp3,korean,51,FEA,DIS,DIS,ANG
ga6.mp3,ga,6,SAD,DIS,DIS,ANG
spanish120.mp3,spanish,120,SAD,DIS,DIS,ANG
english63.mp3,english,63,SAD,DIS,DIS,ANG
hindi14.mp3,hindi,14,FEA,DIS,DIS,DIS
korean26.mp3,korean,26,FEA,DIS,DIS,HAP
korean4.mp3,korean,4,DIS,DIS,DIS,DIS
french52.mp3,french,52,SAD,DIS,DIS,DIS
spanish70.mp3,spanish,70,SAD,DIS,DIS,ANG
spanish71.mp3,spanish,71,SAD,FEA,DIS,ANG
hindi2.mp3,hindi,2,FEA,DIS,DIS,ANG
turkish12.mp3,turkish,12,FEA,DIS,DIS,ANG
armenian6.mp3,armenian,6,FEA,DIS,ANG,ANG
punjabi4.mp3,punjabi,4,FEA,DIS,DIS,ANG
english71.mp3,english,71,FEA,DIS,DIS,ANG
english62.mp3,english,62,FEA,DIS,DIS,ANG
korean22.mp3,korean,22,SAD,DIS,DIS,ANG
english520.mp3,english,520,SAD,DIS,DIS,DIS
english472.mp3,english,472,SAD,DIS,DIS,ANG
hausa3.mp3,hausa,3,SAD,DIS,DIS,ANG
moba1.mp3,moba,1,FEA,DIS,DIS,ANG
twi1.mp3,twi,1,FEA,DIS,DIS,ANG
english184.mp3,english,184,SAD,DIS,DIS,DIS
hebrew7.mp3,hebrew,7,SAD,DIS,DIS,ANG
turkish24.mp3,turkish,24,FEA,DIS,DIS,DIS
english497.mp3,english,497,SAD,DIS,DIS,ANG
english333.mp3,english,333,SAD,DIS,DIS,HAP
english543.mp3,english,543,SAD,DIS,DIS,ANG
kurdish4.mp3,kurdish,4,FEA,DIS,DIS,DIS
tamil1.mp3,tamil,1,SAD,DIS,DIS,DIS
dutch41.mp3,dutch,41,SAD,DIS,DIS,DIS
english418.mp3,english,418,SAD,FEA,DIS,DIS
greek4.mp3,greek,4,SAD,DIS,DIS,ANG
spanish31.mp3,spanish,31,FEA,DIS,DIS,ANG
spanish99.mp3,spanish,99,SAD,DIS,DIS,DIS
spanish74.mp3,spanish,74,FEA,DIS,DIS,ANG
spanish35.mp3,spanish,35,FEA,DIS,DIS,DIS
english50.mp3,english,50,SAD,DIS,DIS,ANG
spanish95.mp3,spanish,95,SAD,DIS,DIS,ANG
spanish56.mp3,spanish,56,FEA,DIS,DIS,ANG
taiwanese3.mp3,taiwanese,3,SAD,DIS,DIS,ANG
english575.mp3,english,575,FEA,DIS,DIS,DIS
russian36.mp3,russian,36,FEA,DIS,DIS,ANG
japanese10.mp3,japanese,10,FEA,DIS,DIS,ANG
french34.mp3,french,34,FEA,DIS,DIS,ANG
english105.mp3,english,105,SAD,DIS,DIS,ANG
english279.mp3,english,279,SAD,DIS,DIS,DIS
spanish115.mp3,spanish,115,SAD,DIS,DIS,ANG
nepali6.mp3,nepali,6,SAD,DIS,DIS,ANG
english186.mp3,english,186,SAD,DIS,DIS,DIS
arabic38.mp3,arabic,38,SAD,DIS,DIS,ANG
english365.mp3,english,365,FEA,DIS,DIS,ANG
english165.mp3,english,165,FEA,DIS,DIS,DIS
english568.mp3,english,568,SAD,DIS,DIS,ANG
english271.mp3,english,271,SAD,DIS,DIS,ANG
arabic75.mp3,arabic,75,SAD,DIS,DIS,DIS
english112.mp3,english,112,FEA,DIS,DIS,ANG
spanish43.mp3,spanish,43,FEA,DIS,DIS,ANG
italian3.mp3,italian,3,SAD,DIS,DIS,ANG
japanese19.mp3,japanese,19,FEA,DIS,DIS,ANG
english205.mp3,english,205,SAD,DIS,DIS,DIS
mandarin55.mp3,mandarin,55,SAD,DIS,DIS,DIS
mongolian2.mp3,mongolian,2,FEA,DIS,DIS,ANG
macedonian12.mp3,macedonian,12,FEA,DIS,DIS,ANG
papiamentu1.mp3,papiamentu,1,SAD,DIS,DIS,ANG
macedonian7.mp3,macedonian,7,SAD,DIS,DIS,ANG
english388.mp3,english,388,SAD,DIS,DIS,ANG
arabic57.mp3,arabic,57,SAD,DIS,DIS,ANG
spanish153.mp3,spanish,153,FEA,DIS,DIS,DIS
spanish10.mp3,spanish,10,SAD,DIS,DIS,ANG
english348.mp3,english,348,SAD,DIS,DIS,DIS
arabic3.mp3,arabic,3,SAD,DIS,DIS,ANG
spanish91.mp3,spanish,91,SAD,DIS,DIS,ANG
korean21.mp3,korean,21,FEA,DIS,DIS,ANG
german33.mp3,german,33,FEA,DIS,DIS,DIS
mandarin54.mp3,mandarin,54,FEA,DIS,DIS,ANG
mandarin18.mp3,mandarin,18,SAD,DIS,DIS,ANG
susu1.mp3,susu,1,FEA,DIS,DIS,ANG
spanish132.mp3,spanish,132,SAD,DIS,DIS,ANG
punjabi1.mp3,punjabi,1,SAD,DIS,DIS,ANG
english252.mp3,english,252,SAD,DIS,DIS,DIS
mende3.mp3,mende,3,SAD,DIS,DIS,DIS
english361.mp3,english,361,SAD,DIS,DIS,ANG
english354.mp3,english,354,SAD,DIS,DIS,DIS
english169.mp3,english,169,FEA,DIS,DIS,ANG
arabic90.mp3,arabic,90,DIS,DIS,DIS,HAP
english513.mp3,english,513,FEA,DIS,DIS,DIS
spanish6.mp3,spanish,6,SAD,DIS,DIS,ANG
dutch38.mp3,dutch,38,FEA,DIS,DIS,ANG
english376.mp3,english,376,SAD,DIS,DIS,ANG
turkish25.mp3,turkish,25,FEA,DIS,DIS,DIS
miskito3.mp3,miskito,3,SAD,DIS,DIS,ANG
german19.mp3,german,19,FEA,DIS,DIS,ANG
spanish48.mp3,spanish,48,SAD,DIS,DIS,DIS
romanian18.mp3,romanian,18,SAD,DIS,DIS,ANG
hindko1.mp3,hindko,1,FEA,DIS,DIS,DIS
english342.mp3,english,342,SAD,DIS,DIS,ANG
spanish77.mp3,spanish,77,SAD,DIS,DIS,DIS
pulaar1.mp3,pulaar,1,FEA,DIS,DIS,ANG
spanish23.mp3,spanish,23,FEA,DIS,DIS,ANG
kikuyu1.mp3,kikuyu,1,FEA,FEA,DIS,DIS
english306.mp3,english,306,HAP,DIS,DIS,ANG
xiang4.mp3,xiang,4,SAD,DIS,DIS,DIS
english571.mp3,english,571,SAD,DIS,DIS,ANG
hausa8.mp3,hausa,8,FEA,DIS,DIS,ANG
english406.mp3,english,406,FEA,DIS,DIS,ANG
english10.mp3,english,10,SAD,DIS,DIS,ANG
somali6.mp3,somali,6,FEA,DIS,DIS,ANG
finnish2.mp3,finnish,2,FEA,DIS,DIS,NEU
english27.mp3,english,27,SAD,DIS,DIS,ANG
nepali11.mp3,nepali,11,SAD,DIS,DIS,DIS
yiddish2.mp3,yiddish,2,SAD,DIS,DIS,DIS
english111.mp3,english,111,SAD,DIS,DIS,ANG
bavarian1.mp3,bavarian,1,SAD,DIS,DIS,ANG
arabic40.mp3,arabic,40,SAD,DIS,DIS,ANG
english57.mp3,english,57,SAD,DIS,DIS,ANG
english400.mp3,english,400,SAD,DIS,DIS,ANG
mandarin56.mp3,mandarin,56,FEA,DIS,DIS,ANG
english561.mp3,english,561,SAD,DIS,DIS,DIS
ife1.mp3,ife,1,SAD,DIS,DIS,ANG
english110.mp3,english,110,SAD,DIS,DIS,ANG
kikuyu2.mp3,kikuyu,2,FEA,DIS,DIS,DIS
english320.mp3,english,320,FEA,DIS,DIS,ANG
russian21.mp3,russian,21,SAD,DIS,DIS,ANG
italian19.mp3,italian,19,FEA,DIS,DIS,ANG
french42.mp3,french,42,SAD,DIS,DIS,DIS
zulu1.mp3,zulu,1,SAD,DIS,DIS,DIS
rotuman1.mp3,rotuman,1,FEA,DIS,DIS,ANG
english1.mp3,english,1,SAD,DIS,DIS,ANG
english432.mp3,english,432,SAD,DIS,DIS,ANG
swedish6.mp3,swedish,6,FEA,DIS,DIS,DIS
romanian15.mp3,romanian,15,SAD,DIS,DIS,NEU
portuguese1.mp3,portuguese,1,SAD,DIS,DIS,ANG
thai5.mp3,thai,5,SAD,DIS,DIS,DIS
vietnamese14.mp3,vietnamese,14,DIS,DIS,DIS,ANG
dutch29.mp3,dutch,29,SAD,DIS,DIS,DIS
spanish161.mp3,spanish,161,SAD,DIS,DIS,DIS
english255.mp3,english,255,SAD,DIS,DIS,ANG
english415.mp3,english,415,SAD,DIS,DIS,ANG
english554.mp3,english,554,SAD,DIS,DIS,DIS
arabic18.mp3,arabic,18,FEA,DIS,DIS,ANG
bulgarian10.mp3,bulgarian,10,SAD,DIS,DIS,DIS
burmese2.mp3,burmese,2,SAD,DIS,DIS,ANG
farsi22.mp3,farsi,22,FEA,DIS,DIS,DIS
english44.mp3,english,44,SAD,DIS,DIS,ANG
oriya1.mp3,oriya,1,FEA,DIS,DIS,ANG
croatian7.mp3,croatian,7,SAD,DIS,DIS,ANG
tagalog1.mp3,tagalog,1,FEA,DIS,DIS,ANG
macedonian25.mp3,macedonian,25,FEA,DIS,DIS,ANG
spanish15.mp3,spanish,15,SAD,DIS,DIS,FEA
malay2.mp3,malay,2,SAD,FEA,DIS,ANG
turkish5.mp3,turkish,5,FEA,DIS,DIS,ANG
bosnian3.mp3,bosnian,3,FEA,DIS,DIS,ANG
english121.mp3,english,121,SAD,DIS,DIS,DIS
english318.mp3,english,318,SAD,DIS,DIS,ANG
russian29.mp3,russian,29,SAD,DIS,DIS,DIS
english134.mp3,english,134,SAD,DIS,DIS,DIS
uyghur2.mp3,uyghur,2,SAD,DIS,DIS,ANG
thai6.mp3,thai,6,FEA,DIS,DIS,ANG
indonesian2.mp3,indonesian,2,FEA,DIS,DIS,DIS
korean29.mp3,korean,29,SAD,DIS,DIS,ANG
english78.mp3,english,78,SAD,DIS,DIS,ANG
spanish59.mp3,spanish,59,SAD,DIS,DIS,ANG
urdu8.mp3,urdu,8,SAD,DIS,DIS,DIS
urdu10.mp3,urdu,10,FEA,FEA,DIS,ANG
hausa4.mp3,hausa,4,FEA,DIS,DIS,ANG
kiswahili8.mp3,kiswahili,8,FEA,DIS,DIS,ANG
english120.mp3,english,120,FEA,DIS,DIS,ANG
english579.mp3,english,579,SAD,DIS,DIS,HAP
portuguese9.mp3,portuguese,9,FEA,DIS,DIS,ANG
english405.mp3,english,405,DIS,DIS,DIS,ANG
english37.mp3,english,37,SAD,DIS,DIS,ANG
spanish60.mp3,spanish,60,SAD,DIS,DIS,DIS
russian6.mp3,russian,6,FEA,DIS,DIS,DIS
english294.mp3,english,294,SAD,DIS,DIS,ANG
english396.mp3,english,396,SAD,DIS,DIS,ANG
pashto9.mp3,pashto,9,SAD,DIS,DIS,ANG
english477.mp3,english,477,SAD,DIS,DIS,ANG
english352.mp3,english,352,FEA,DIS,DIS,ANG
tamil3.mp3,tamil,3,SAD,DIS,DIS,DIS
arabic102.mp3,arabic,102,FEA,DIS,DIS,DIS
english517.mp3,english,517,SAD,DIS,DIS,ANG
french62.mp3,french,62,SAD,DIS,DIS,ANG
english243.mp3,english,243,SAD,DIS,DIS,ANG
english474.mp3,english,474,FEA,DIS,DIS,ANG
bosnian6.mp3,bosnian,6,SAD,DIS,DIS,DIS
english155.mp3,english,155,FEA,DIS,DIS,ANG
english274.mp3,english,274,SAD,DIS,DIS,DIS
french20.mp3,french,20,SAD,DIS,DIS,SAD
tagalog12.mp3,tagalog,12,FEA,DIS,DIS,ANG
lithuanian5.mp3,lithuanian,5,SAD,DIS,DIS,DIS
turkish1.mp3,turkish,1,SAD,DIS,DIS,ANG
romanian19.mp3,romanian,19,SAD,DIS,DIS,DIS
polish5.mp3,polish,5,FEA,DIS,DIS,DIS
arabic77.mp3,arabic,77,SAD,DIS,DIS,ANG
english87.mp3,english,87,SAD,DIS,DIS,ANG
bosnian1.mp3,bosnian,1,FEA,DIS,DIS,ANG
ngemba2.mp3,ngemba,2,FEA,DIS,DIS,ANG
japanese3.mp3,japanese,3,SAD,DIS,DIS,ANG
english74.mp3,english,74,SAD,DIS,DIS,DIS
xasonga1.mp3,xasonga,1,SAD,DIS,DIS,ANG
spanish65.mp3,spanish,65,SAD,DIS,DIS,DIS
croatian8.mp3,croatian,8,SAD,DIS,DIS,DIS
french12.mp3,french,12,SAD,DIS,DIS,ANG
turkish13.mp3,turkish,13,SAD,DIS,DIS,ANG
french38.mp3,french,38,SAD,DIS,DIS,DIS
taishan1.mp3,taishan,1,SAD,DIS,DIS,DIS
amharic16.mp3,amharic,16,FEA,DIS,DIS,DIS
arabic96.mp3,arabic,96,FEA,DIS,DIS,ANG
fijian2.mp3,fijian,2,FEA,DIS,DIS,ANG
hungarian2.mp3,hungarian,2,SAD,DIS,DIS,HAP
dutch30.mp3,dutch,30,SAD,DIS,DIS,ANG
korean23.mp3,korean,23,SAD,DIS,DIS,ANG
english141.mp3,english,141,SAD,DIS,DIS,NEU
romanian10.mp3,romanian,10,SAD,DIS,DIS,ANG
oriya2.mp3,oriya,2,SAD,DIS,DIS,ANG
miskito1.mp3,miskito,1,FEA,DIS,DIS,DIS
spanish102.mp3,spanish,102,SAD,DIS,DIS,ANG
english215.mp3,english,215,SAD,DIS,DIS,ANG
tigrigna1.mp3,tigrigna,1,SAD,DIS,DIS,DIS
nepali2.mp3,nepali,2,FEA,DIS,DIS,ANG
italian12.mp3,italian,12,FEA,DIS,DIS,ANG
english54.mp3,english,54,SAD,DIS,DIS,DIS
korean37.mp3,korean,37,SAD,DIS,DIS,ANG
turkish31.mp3,turkish,31,FEA,DIS,DIS,ANG
arabic72.mp3,arabic,72,SAD,DIS,DIS,DIS
english29.mp3,english,29,FEA,DIS,DIS,ANG
luxembourgeois1.mp3,luxembourgeois,1,SAD,DIS,DIS,ANG
swedish10.mp3,swedish,10,FEA,DIS,DIS,DIS
arabic49.mp3,arabic,49,FEA,DIS,DIS,ANG
latvian1.mp3,latvian,1,SAD,DIS,DIS,ANG
estonian2.mp3,estonian,2,FEA,DIS,DIS,ANG
japanese13.mp3,japanese,13,FEA,DIS,DIS,DIS
farsi20.mp3,farsi,20,SAD,DIS,DIS,DIS
catalan1.mp3,catalan,1,FEA,DIS,DIS,ANG
cantonese17.mp3,cantonese,17,SAD,DIS,DIS,ANG
arabic65.mp3,arabic,65,SAD,DIS,DIS,ANG
russian26.mp3,russian,26,SAD,DIS,DIS,ANG
portuguese20.mp3,portuguese,20,FEA,DIS,DIS,ANG
english478.mp3,english,478,FEA,DIS,DIS,DIS
chaldean1.mp3,chaldean,1,FEA,DIS,DIS,ANG
english551.mp3,english,551,SAD,DIS,DIS,ANG
japanese26.mp3,japanese,26,SAD,DIS,DIS,ANG
dutch13.mp3,dutch,13,FEA,DIS,DIS,DIS
english492.mp3,english,492,SAD,DIS,DIS,ANG
mandarin57.mp3,mandarin,57,FEA,DIS,DIS,ANG
mandarin46.mp3,mandarin,46,FEA,DIS,DIS,ANG
belarusan3.mp3,belarusan,3,SAD,DIS,DIS,DIS
greek6.mp3,greek,6,SAD,DIS,DIS,ANG
turkish36.mp3,turkish,36,FEA,DIS,DIS,ANG
amharic6.mp3,amharic,6,SAD,DIS,DIS,ANG
kurdish8.mp3,kurdish,8,SAD,DIS,DIS,DIS
english28.mp3,english,28,SAD,DIS,DIS,DIS
albanian4.mp3,albanian,4,FEA,DIS,DIS,ANG
english168.mp3,english,168,SAD,DIS,DIS,DIS
greek1.mp3,greek,1,SAD,DIS,DIS,ANG
serbian6.mp3,serbian,6,FEA,DIS,DIS,DIS
spanish58.mp3,spanish,58,FEA,DIS,DIS,DIS
